period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,current_debt,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2020-05-31,2020-06-22,10-K,2020,FY,52140000000.0,17200000000.0,52140000000.0,17200000000.0,,39068000000.0,13896000000.0,10299000000.0,12717000000.0,37239000000.0,3068682000.0,1995000000.0,,17200000000.0,17200000000.0,0.32988108937476024,3.031395348837209,0.26361728268659773,0.1975258918296893,6.965413533834586,0.7142117376294591
2020-05-31,2020-09-15,10-Q,2021,Q1,52140000000.0,17200000000.0,52140000000.0,17200000000.0,,,,,12717000000.0,37239000000.0,3007161000.0,,,17200000000.0,17200000000.0,0.32988108937476024,3.031395348837209,,,,0.7142117376294591
2020-05-31,2020-12-11,10-Q,2021,Q2,52140000000.0,17200000000.0,52140000000.0,17200000000.0,,,,,12717000000.0,37239000000.0,2944034000.0,,,17200000000.0,17200000000.0,0.32988108937476024,3.031395348837209,,,,0.7142117376294591
2020-05-31,2021-03-11,10-Q,2021,Q3,52140000000.0,17200000000.0,52140000000.0,17200000000.0,,,,,12717000000.0,37239000000.0,2883535000.0,,,17200000000.0,17200000000.0,0.32988108937476024,3.031395348837209,,,,0.7142117376294591
2020-05-31,2021-06-21,10-K,2021,FY,52140000000.0,17200000000.0,52140000000.0,17200000000.0,,39068000000.0,13896000000.0,10299000000.0,12717000000.0,37239000000.0,2792000000.0,1995000000.0,,17200000000.0,17200000000.0,0.32988108937476024,3.031395348837209,0.26361728268659773,0.1975258918296893,6.965413533834586,0.7142117376294591
2020-05-31,2022-06-21,10-K,2022,FY,,,,,,39068000000.0,13896000000.0,10299000000.0,12717000000.0,,2664926000.0,1995000000.0,,,,,,0.26361728268659773,,6.965413533834586,
2020-05-31,2023-06-20,10-K,2023,FY,,,,,,,,,12717000000.0,,2714259000.0,,,,,,,,,,
2020-06-16,2020-06-22,10-K,2020,FY,,,,,,,,,,,3068682000.0,,,,,,,,,,
2020-08-31,2020-09-15,10-Q,2021,Q1,49939000000.0,18748000000.0,49939000000.0,18748000000.0,,9367000000.0,3211000000.0,2251000000.0,10140000000.0,27276000000.0,3007161000.0,614000000.0,,18748000000.0,18748000000.0,0.37541800997216607,2.6636974610625135,0.24031173267855235,0.045074991489617335,5.229641693811075,0.5461863473437594
2020-08-31,2021-09-13,10-Q,2022,Q1,,,,,,9367000000.0,3211000000.0,2251000000.0,10140000000.0,,2738179000.0,614000000.0,,,,,,0.24031173267855235,,5.229641693811075,
2020-09-04,2020-09-15,10-Q,2021,Q1,,,,,,,,,,,3007161000.0,,,,,,,,,,
2020-11-30,2020-12-11,10-Q,2021,Q2,46251000000.0,21347000000.0,46251000000.0,21347000000.0,,9800000000.0,3583000000.0,2442000000.0,8616000000.0,28001000000.0,2944034000.0,600000000.0,,21347000000.0,21347000000.0,0.46154677736697586,2.1666276291750597,0.24918367346938775,0.052798858403061553,5.971666666666667,0.6054139369959568
2020-11-30,2021-12-10,10-Q,2022,Q2,,,,,,9800000000.0,3583000000.0,2442000000.0,8616000000.0,,2670447000.0,600000000.0,,,,,,0.24918367346938775,,5.971666666666667,
2020-12-04,2020-12-11,10-Q,2021,Q2,,,,,,,,,,,2944034000.0,,,,,,,,,,
2021-02-28,2021-03-11,10-Q,2021,Q3,43744000000.0,20250000000.0,43744000000.0,20250000000.0,,10085000000.0,3878000000.0,5021000000.0,9637000000.0,22321000000.0,2883535000.0,585000000.0,,20250000000.0,20250000000.0,0.46292062911485005,2.1601975308641976,0.4978681209717402,0.11478145574250183,6.6290598290598295,0.5102642648134601
2021-02-28,2022-03-11,10-Q,2022,Q3,,,,,,10085000000.0,3878000000.0,5021000000.0,9637000000.0,,2668157000.0,585000000.0,,,,,,0.4978681209717402,,6.6290598290598295,
2021-03-05,2021-03-11,10-Q,2021,Q3,,,,,,,,,,,2883535000.0,,,,,,,,,,
2021-05-31,2021-06-21,10-K,2021,FY,55567000000.0,24164000000.0,55567000000.0,24164000000.0,,40479000000.0,15213000000.0,13926000000.0,5952000000.0,30098000000.0,2792000000.0,2496000000.0,,24164000000.0,24164000000.0,0.4348624183418216,2.299577884456216,0.3440302379011339,0.2506163730271564,6.094951923076923,0.5416524196015621
2021-05-31,2021-09-13,10-Q,2022,Q1,55567000000.0,24164000000.0,55567000000.0,24164000000.0,,,,,5952000000.0,30098000000.0,2738179000.0,,,24164000000.0,24164000000.0,0.4348624183418216,2.299577884456216,,,,0.5416524196015621
2021-05-31,2021-12-10,10-Q,2022,Q2,55567000000.0,24164000000.0,55567000000.0,24164000000.0,,,,,5952000000.0,30098000000.0,2670447000.0,,,24164000000.0,24164000000.0,0.4348624183418216,2.299577884456216,,,,0.5416524196015621
2021-05-31,2022-03-11,10-Q,2022,Q3,55567000000.0,24164000000.0,55567000000.0,24164000000.0,,,,,5952000000.0,30098000000.0,2668157000.0,,,24164000000.0,24164000000.0,0.4348624183418216,2.299577884456216,,,,0.5416524196015621
2021-05-31,2022-06-21,10-K,2022,FY,55567000000.0,24164000000.0,55567000000.0,24164000000.0,,40479000000.0,15213000000.0,13926000000.0,5952000000.0,30098000000.0,2664926000.0,2496000000.0,,24164000000.0,24164000000.0,0.4348624183418216,2.299577884456216,0.3440302379011339,0.2506163730271564,6.094951923076923,0.5416524196015621
2021-05-31,2023-06-20,10-K,2023,FY,,,,,,40479000000.0,15213000000.0,13926000000.0,5952000000.0,,2714259000.0,2496000000.0,,,,,,0.3440302379011339,,6.094951923076923,
2021-05-31,2024-06-20,10-K,2024,FY,,,,,,,,,5952000000.0,,2755860000.0,,,,,,,,,,
2021-06-15,2021-06-21,10-K,2021,FY,,,,,,,,,,,2792000000.0,,,,,,,,,,
2021-08-31,2021-09-13,10-Q,2022,Q1,47117000000.0,23071000000.0,47117000000.0,23071000000.0,,9728000000.0,3427000000.0,2457000000.0,-1130000000.0,23059000000.0,2738179000.0,705000000.0,,23071000000.0,23071000000.0,0.4896534159645139,2.0422608469507173,0.2525699013157895,0.0521467835388501,4.8609929078014185,0.48939873081902496
2021-08-31,2022-09-13,10-Q,2023,Q1,,,,,,9728000000.0,3427000000.0,2457000000.0,-1130000000.0,,2695653000.0,705000000.0,,,,,,0.2525699013157895,,4.8609929078014185,
2021-09-06,2021-09-13,10-Q,2022,Q1,,,,,,,,,,,2738179000.0,,,,,,,,,,
2021-11-30,2021-12-10,10-Q,2022,Q2,31078000000.0,18881000000.0,31078000000.0,18881000000.0,,10360000000.0,-824000000.0,-1247000000.0,-9658000000.0,17938000000.0,2670447000.0,679000000.0,,18881000000.0,18881000000.0,0.6075358774695926,1.6459933266246491,-0.12036679536679537,-0.04012484715876183,-1.2135493372606774,0.5771928695540254
2021-11-30,2022-12-13,10-Q,2023,Q2,,,,,,10360000000.0,-824000000.0,-1247000000.0,-9658000000.0,,2696253000.0,679000000.0,,,,,,-0.12036679536679537,,-1.2135493372606774,
2021-12-06,2021-12-10,10-Q,2022,Q2,,,,,,,,,,,2670447000.0,,,,,,,,,,
2022-02-28,2022-03-11,10-Q,2022,Q3,31675000000.0,20833000000.0,31675000000.0,20833000000.0,,10513000000.0,3822000000.0,2319000000.0,-8211000000.0,22682000000.0,2668157000.0,667000000.0,,20833000000.0,20833000000.0,0.6577111286503552,1.5204243267892286,0.2205840388090935,0.07321231254932913,5.730134932533733,0.7160852407261247
2022-02-28,2023-03-10,10-Q,2023,Q3,,,,,,10513000000.0,3822000000.0,2319000000.0,-8211000000.0,,2699802000.0,667000000.0,,,,,,0.2205840388090935,,5.730134932533733,
2022-03-07,2022-03-11,10-Q,2022,Q3,,,,,,,,,,,2668157000.0,,,,,,,,,,
2022-05-31,2022-06-21,10-K,2022,FY,31633000000.0,19511000000.0,31633000000.0,19511000000.0,0.0,42440000000.0,10926000000.0,6901000000.0,-5768000000.0,21383000000.0,2664926000.0,2755000000.0,,19511000000.0,19511000000.0,0.6167925900167547,1.6212905540464353,0.16260603204524035,0.21815825245787626,3.965880217785844,0.6759712957986912
2022-05-31,2022-09-13,10-Q,2023,Q1,31633000000.0,19511000000.0,31633000000.0,19511000000.0,,,,,-5768000000.0,21383000000.0,2695653000.0,,,19511000000.0,19511000000.0,0.6167925900167547,1.6212905540464353,,,,0.6759712957986912
2022-05-31,2022-12-13,10-Q,2023,Q2,31633000000.0,19511000000.0,31633000000.0,19511000000.0,,,,,-5768000000.0,21383000000.0,2696253000.0,,,19511000000.0,19511000000.0,0.6167925900167547,1.6212905540464353,,,,0.6759712957986912
2022-05-31,2023-03-10,10-Q,2023,Q3,31633000000.0,19511000000.0,31633000000.0,19511000000.0,,,,,-5768000000.0,21383000000.0,2699802000.0,,,19511000000.0,19511000000.0,0.6167925900167547,1.6212905540464353,,,,0.6759712957986912
2022-05-31,2023-06-20,10-K,2023,FY,31633000000.0,19511000000.0,31633000000.0,19511000000.0,,42440000000.0,10926000000.0,6901000000.0,-5768000000.0,21383000000.0,2714259000.0,2755000000.0,,19511000000.0,19511000000.0,0.6167925900167547,1.6212905540464353,0.16260603204524035,0.21815825245787626,3.965880217785844,0.6759712957986912
2022-05-31,2024-06-20,10-K,2024,FY,,,,,,42440000000.0,10926000000.0,6901000000.0,-5768000000.0,,2755860000.0,2755000000.0,,,,,,0.16260603204524035,,3.965880217785844,
2022-05-31,2025-06-18,10-K,2025,FY,,,,,,,,,-5768000000.0,,2808833000.0,,,,,,,,,,
2022-06-13,2022-06-21,10-K,2022,FY,,,,,,,,,,,2664926000.0,,,,,,,,,,
2022-08-31,2022-09-13,10-Q,2023,Q1,21004000000.0,34819000000.0,21004000000.0,34819000000.0,,11445000000.0,2623000000.0,1548000000.0,-5449000000.0,10448000000.0,2695653000.0,787000000.0,,34819000000.0,34819000000.0,1.6577318605979814,0.6032338665671042,0.13525557011795544,0.07370024757189107,3.3329097839898347,0.4974290611312131
2022-08-31,2023-09-12,10-Q,2024,Q1,,,,,,11445000000.0,2623000000.0,1548000000.0,-5449000000.0,,2739821000.0,787000000.0,,,,,,0.13525557011795544,,3.3329097839898347,
2022-09-08,2022-09-13,10-Q,2023,Q1,,,,,,,,,,,2695653000.0,,,,,,,,,,
2022-11-30,2022-12-13,10-Q,2023,Q2,17561000000.0,27106000000.0,17561000000.0,27106000000.0,,12275000000.0,3071000000.0,1741000000.0,-3776000000.0,6813000000.0,2696253000.0,856000000.0,,27106000000.0,27106000000.0,1.5435339673139343,0.6478639415627536,0.14183299389002035,0.09914014008313878,3.5876168224299065,0.3879619611639428
2022-11-30,2023-12-12,10-Q,2024,Q2,,,,,,12275000000.0,3071000000.0,1741000000.0,-3776000000.0,,2748922000.0,856000000.0,,,,,,0.14183299389002035,,3.5876168224299065,
2022-12-07,2022-12-13,10-Q,2023,Q2,,,,,,,,,,,2696253000.0,,,,,,,,,,
2023-02-28,2023-03-10,10-Q,2023,Q3,18696000000.0,22880000000.0,18696000000.0,22880000000.0,,12398000000.0,3260000000.0,1896000000.0,-1912000000.0,8219000000.0,2699802000.0,908000000.0,,22880000000.0,22880000000.0,1.2237911852802739,0.8171328671328671,0.1529278915954186,0.10141206675224647,3.590308370044053,0.4396127513906718
2023-02-28,2024-03-12,10-Q,2024,Q3,,,,,,12398000000.0,3260000000.0,1896000000.0,-1912000000.0,,2748514000.0,908000000.0,,,,,,0.1529278915954186,,3.590308370044053,
2023-03-06,2023-03-10,10-Q,2023,Q3,,,,,,,,,,,2699802000.0,,,,,,,,,,
2023-05-31,2023-06-20,10-K,2023,FY,21004000000.0,23090000000.0,21004000000.0,23090000000.0,,49954000000.0,13093000000.0,8668000000.0,1556000000.0,9765000000.0,2714259000.0,3505000000.0,,23090000000.0,23090000000.0,1.0993144163016568,0.9096578605456908,0.17351963806702167,0.4126832984193487,3.735520684736091,0.464911445438964
2023-05-31,2023-09-12,10-Q,2024,Q1,21004000000.0,23090000000.0,21004000000.0,23090000000.0,,,,,1556000000.0,9765000000.0,2739821000.0,,,23090000000.0,23090000000.0,1.0993144163016568,0.9096578605456908,,,,0.464911445438964
2023-05-31,2023-12-12,10-Q,2024,Q2,21004000000.0,23090000000.0,21004000000.0,23090000000.0,,,,,1556000000.0,9765000000.0,2748922000.0,,,23090000000.0,23090000000.0,1.0993144163016568,0.9096578605456908,,,,0.464911445438964
2023-05-31,2024-03-12,10-Q,2024,Q3,21004000000.0,23090000000.0,21004000000.0,23090000000.0,,,,,1556000000.0,9765000000.0,2748514000.0,,,23090000000.0,23090000000.0,1.0993144163016568,0.9096578605456908,,,,0.464911445438964
2023-05-31,2024-06-20,10-K,2024,FY,21004000000.0,23090000000.0,21004000000.0,23090000000.0,,49954000000.0,13093000000.0,8668000000.0,1556000000.0,9765000000.0,2755860000.0,3505000000.0,,23090000000.0,23090000000.0,1.0993144163016568,0.9096578605456908,0.17351963806702167,0.4126832984193487,3.735520684736091,0.464911445438964
2023-05-31,2025-06-18,10-K,2025,FY,,,,,,49954000000.0,13093000000.0,8668000000.0,1556000000.0,,2808833000.0,3505000000.0,,,,,,0.17351963806702167,,3.735520684736091,
2023-05-31,2026-06-22,10-K,2026,FY,,,,,,,,,1556000000.0,,2880471000.0,,,,,,,,,,
2023-06-12,2023-06-20,10-K,2023,FY,,,,,,,,,,,2714259000.0,,,,,,,,,,
2023-08-31,2023-09-12,10-Q,2024,Q1,22166000000.0,25357000000.0,22166000000.0,25357000000.0,,12453000000.0,3296000000.0,2420000000.0,2841000000.0,11613000000.0,2739821000.0,872000000.0,,25357000000.0,25357000000.0,1.1439592168185508,0.8741570375044366,0.1943306833694692,0.10917621582603988,3.779816513761468,0.5239104935486781
2023-08-31,2024-09-10,10-Q,2025,Q1,,,,,,12453000000.0,3296000000.0,2420000000.0,2841000000.0,,2770968000.0,872000000.0,,,,,,0.1943306833694692,,3.779816513761468,
2023-09-07,2023-09-12,10-Q,2024,Q1,,,,,,,,,,,2739821000.0,,,,,,,,,,
2023-11-30,2023-12-12,10-Q,2024,Q2,19289000000.0,24407000000.0,19289000000.0,24407000000.0,,12941000000.0,3622000000.0,2503000000.0,4378000000.0,8244000000.0,2748922000.0,888000000.0,,24407000000.0,24407000000.0,1.2653325729690497,0.7903060597369607,0.1934162738582799,0.12976307740162787,4.078828828828829,0.4273938514179066
2023-11-30,2024-12-10,10-Q,2025,Q2,,,,,,12941000000.0,3622000000.0,2503000000.0,4378000000.0,,2796956000.0,888000000.0,,,,,,0.1934162738582799,,4.078828828828829,
2023-11-30,2025-03-11,10-Q,2025,Q3,,,,,,,,,6182000000.0,,2804234000.0,,,,,,,,,,
2023-12-07,2023-12-12,10-Q,2024,Q2,,,,,,,,,,,2748922000.0,,,,,,,,,,
2024-02-29,2024-03-12,10-Q,2024,Q3,21063000000.0,24885000000.0,21063000000.0,24885000000.0,,13280000000.0,3750000000.0,2401000000.0,6182000000.0,9481000000.0,2748514000.0,876000000.0,,24885000000.0,24885000000.0,1.181455633100698,0.8464135021097047,0.18079819277108433,0.11399135925556664,4.280821917808219,0.4501258130370792
2024-02-29,2025-03-11,10-Q,2025,Q3,,,,,,13280000000.0,3750000000.0,2401000000.0,6182000000.0,,2804234000.0,876000000.0,,,,,,0.18079819277108433,,4.280821917808219,
2024-03-07,2024-03-12,10-Q,2024,Q3,,,,,,,,,,,2748514000.0,,,,,,,,,,
2024-05-31,2024-06-20,10-K,2024,FY,22554000000.0,31544000000.0,22554000000.0,31544000000.0,,52961000000.0,15353000000.0,10653000000.0,9239000000.0,10454000000.0,2755860000.0,3514000000.0,,31544000000.0,31544000000.0,1.3985989181519909,0.7150012680699974,0.20114801457676404,0.47233306730513436,4.3690950483779165,0.46350979870532943
2024-05-31,2024-09-10,10-Q,2025,Q1,22554000000.0,31544000000.0,22554000000.0,31544000000.0,,,,,9239000000.0,10454000000.0,2770968000.0,,,31544000000.0,31544000000.0,1.3985989181519909,0.7150012680699974,,,,0.46350979870532943
2024-05-31,2024-12-10,10-Q,2025,Q2,22554000000.0,31544000000.0,22554000000.0,31544000000.0,,,,,9239000000.0,10454000000.0,2796956000.0,,,31544000000.0,31544000000.0,1.3985989181519909,0.7150012680699974,,,,0.46350979870532943
2024-05-31,2025-03-11,10-Q,2025,Q3,22554000000.0,31544000000.0,22554000000.0,31544000000.0,,,,,9239000000.0,10454000000.0,2804234000.0,,,31544000000.0,31544000000.0,1.3985989181519909,0.7150012680699974,,,,0.46350979870532943
2024-05-31,2025-06-18,10-K,2025,FY,22554000000.0,31544000000.0,22554000000.0,31544000000.0,,52961000000.0,15353000000.0,10653000000.0,9239000000.0,10454000000.0,2808833000.0,3514000000.0,,31544000000.0,31544000000.0,1.3985989181519909,0.7150012680699974,0.20114801457676404,0.47233306730513436,4.3690950483779165,0.46350979870532943
2024-05-31,2026-06-22,10-K,2026,FY,,,,,,52961000000.0,15353000000.0,10653000000.0,9239000000.0,,2880471000.0,3514000000.0,,,,,,0.20114801457676404,,4.3690950483779165,
2024-06-13,2024-06-20,10-K,2024,FY,,,,,,,,,,,2755860000.0,,,,,,,,,,
2024-08-31,2024-09-10,10-Q,2025,Q1,23072000000.0,32045000000.0,23072000000.0,32045000000.0,,13307000000.0,3991000000.0,2929000000.0,11269000000.0,10616000000.0,2770968000.0,842000000.0,,32045000000.0,32045000000.0,1.3889129680998613,0.7199875175534405,0.22010971669046367,0.12695041608876562,4.739904988123516,0.460124826629681
2024-08-31,2025-09-10,10-Q,2026,Q1,,,,,,13307000000.0,3991000000.0,2929000000.0,11269000000.0,,2841714000.0,842000000.0,,,,,,0.22010971669046367,,4.739904988123516,
2024-09-06,2024-09-10,10-Q,2025,Q1,,,,,,,,,,,2770968000.0,,,,,,,,,,
2024-11-30,2024-12-10,10-Q,2025,Q2,23503000000.0,29052000000.0,23503000000.0,29052000000.0,,14059000000.0,4220000000.0,3151000000.0,14236000000.0,10941000000.0,2796956000.0,866000000.0,,29052000000.0,29052000000.0,1.2360975194656,0.8089976593694066,0.2241268938046803,0.13406799132025699,4.8729792147806,0.46551504063311067
2024-11-30,2025-12-11,10-Q,2026,Q2,,,,,,14059000000.0,4220000000.0,3151000000.0,14236000000.0,,2873130000.0,866000000.0,,,,,,0.2241268938046803,,4.8729792147806,
2024-12-06,2024-12-10,10-Q,2025,Q2,,,,,,,,,,,2796956000.0,,,,,,,,,,
2025-02-28,2025-03-11,10-Q,2025,Q3,30116000000.0,29623000000.0,30116000000.0,29623000000.0,,14130000000.0,4358000000.0,2936000000.0,17261000000.0,17406000000.0,2804234000.0,892000000.0,,29623000000.0,29623000000.0,0.9836299641386639,1.0166424737535023,0.20778485491861287,0.09748970646832249,4.885650224215246,0.5779652012219418
2025-02-28,2026-03-11,10-Q,2026,Q3,,,,,,14130000000.0,4358000000.0,2936000000.0,17261000000.0,,2876046000.0,892000000.0,,,,,,0.20778485491861287,,4.885650224215246,
2025-03-07,2025-03-11,10-Q,2025,Q3,,,,,,,,,,,2804234000.0,,,,,,,,,,
2025-05-31,2025-06-18,10-K,2025,FY,24579000000.0,32643000000.0,24579000000.0,32643000000.0,,57399000000.0,17678000000.0,12627000000.0,20969000000.0,10786000000.0,2808833000.0,3578000000.0,,32643000000.0,32643000000.0,1.3280849505675576,0.7529638819961401,0.2199864109130821,0.513731233980227,4.940749021799888,0.43882989543919604
2025-05-31,2025-09-10,10-Q,2026,Q1,24579000000.0,32643000000.0,24579000000.0,32643000000.0,,,,,20969000000.0,10786000000.0,2841714000.0,,,32643000000.0,32643000000.0,1.3280849505675576,0.7529638819961401,,,,0.43882989543919604
2025-05-31,2025-12-11,10-Q,2026,Q2,24579000000.0,32643000000.0,24579000000.0,32643000000.0,,,,,20969000000.0,10786000000.0,2873130000.0,,,32643000000.0,32643000000.0,1.3280849505675576,0.7529638819961401,,,,0.43882989543919604
2025-05-31,2026-03-11,10-Q,2026,Q3,24579000000.0,32643000000.0,24579000000.0,32643000000.0,,,,,20969000000.0,10786000000.0,2876046000.0,,,32643000000.0,32643000000.0,1.3280849505675576,0.7529638819961401,,,,0.43882989543919604
2025-05-31,2026-06-22,10-K,2026,FY,24579000000.0,32643000000.0,24579000000.0,32643000000.0,,57399000000.0,17678000000.0,12627000000.0,20969000000.0,10786000000.0,2880471000.0,3578000000.0,,32643000000.0,32643000000.0,1.3280849505675576,0.7529638819961401,0.2199864109130821,0.513731233980227,4.940749021799888,0.43882989543919604
2025-06-13,2025-06-18,10-K,2025,FY,,,,,,,,,,,2808833000.0,,,,,,,,,,
2025-08-31,2025-09-10,10-Q,2026,Q1,24634000000.0,39874000000.0,24634000000.0,39874000000.0,,14926000000.0,4277000000.0,2927000000.0,24666000000.0,10445000000.0,2841714000.0,923000000.0,,39874000000.0,39874000000.0,1.6186571405374686,0.6177960575813813,0.19610076376792174,0.11881951773970935,4.633802816901408,0.42400746935130307
2025-09-05,2025-09-10,10-Q,2026,Q1,,,,,,,,,,,2841714000.0,,,,,,,,,,
2025-11-30,2025-12-11,10-Q,2026,Q2,34366000000.0,37795000000.0,34366000000.0,37795000000.0,,16058000000.0,4731000000.0,6135000000.0,30457000000.0,19241000000.0,2873130000.0,1057000000.0,,37795000000.0,37795000000.0,1.0997788511901299,0.9092737134541606,0.3820525594719143,0.1785194669149741,4.475875118259224,0.5598847698306466
2025-12-05,2025-12-11,10-Q,2026,Q2,,,,,,,,,,,2873130000.0,,,,,,,,,,
2026-02-28,2026-03-11,10-Q,2026,Q3,54874000000.0,40737000000.0,54874000000.0,40737000000.0,,17190000000.0,5464000000.0,3721000000.0,39051000000.0,38455000000.0,2876046000.0,1180000000.0,,40737000000.0,40737000000.0,0.7423734373291541,1.3470309546603825,0.2164630599185573,0.0678098917520137,4.6305084745762715,0.7007872580821518
2026-03-05,2026-03-11,10-Q,2026,Q3,,,,,,,,,,,2876046000.0,,,,,,,,,,
2026-05-31,2026-06-22,10-K,2026,FY,46567000000.0,41764000000.0,46567000000.0,41764000000.0,,67357000000.0,20606000000.0,17309000000.0,43056000000.0,31289000000.0,2880471000.0,4599000000.0,,41764000000.0,41764000000.0,0.8968582902055103,1.1150033521693323,0.2569740338791811,0.371700989971439,4.480539247662535,0.6719135868748255
2026-06-12,2026-06-22,10-K,2026,FY,,,,,,,,,,,2880471000.0,,,,,,,,,,
